"No.","Ticker","Company","Sector","Industry","Index","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","Shares Outstanding","Shares Float","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","Relative Volume","Volume","Price","Change"
576,"CCBG","Capital City Bank Group, Inc.","Financial","Banks - Regional","-",518.53,10.94,8.31,1.82,3.46,1.22,1.34,10.37,24.68,22.43,0.72,2.40%,24.70%,2.74,19.60%,8.60%,72.80%,75.80%,149.80,46.60,17.02,12.90,1.19%,3.53,0.15,1.10%,11.80%,25.10%,,0.13,0.13,,91.40%,31.10%,-13.05%,-15.50%,13.08%,-7.72%,0.95%,1.27%,-7.46%,-18.64%,0.33,14536,29.99,0.84%
577,"CCCS","CCC Intelligent Solutions Holdings Inc.","Technology","Software - Infrastructure","-",6404.43,232.89,31.66,,8.00,3.14,19.78,66.09,3.34,0.53,,,0.00%,0.04,113.00%,,9.10%,101.70%,800.50,28.60,612.50,602.09,0.85%,5.02,5.11,-0.60%,-1.00%,1.40%,3.20,0.39,0.40,72.30%,7.20%,-2.60%,15.93%,16.06%,21.16%,20.46%,11.49%,16.13%,16.10%,-0.80%,1.09,1105862,10.48,1.06%
578,"CCD","Calamos Dynamic Convertible and Income Fund","Financial","Closed-End Fund - Equity","-",599.82,,,,,,,,,,2.34,10.32%,,-9.24,,,,,,,26.46,20.20,3.23%,8.66,0.65,,,,,,,,,,0.93%,1.61%,1.84%,10.64%,1.28%,4.29%,2.39%,-10.04%,1.45,109381,22.67,0.18%
579,"CCEP","Coca-Cola Europacific Partners PLC","Consumer Defensive","Beverages - Non-Alcoholic","-",28804.70,17.73,14.80,2.02,1.54,3.58,16.28,,17.55,3.86,2.44,3.88%,50.60%,3.55,53.20%,9.40%,128.90%,14.00%,18651.90,1624.00,457.00,289.36,1.45%,3.80,4.18,,,8.50%,0.90,1.42,1.60,36.00%,,,12.55%,19.32%,18.55%,13.67%,-3.75%,1.96%,16.00%,-5.85%,0.90,996542,62.88,-0.06%
580,"CCJ","Cameco Corporation","Energy","Uranium","-",12002.55,92.71,17.03,,7.51,2.68,6.55,102.41,10.19,4.18,0.09,0.32%,40.50%,0.29,185.10%,-2.80%,72.60%,171.30%,1597.70,124.40,432.85,432.02,3.64%,4.10,15.72,2.10%,3.10%,0.60%,7.70,0.17,0.17,16.30%,5.80%,7.80%,-1.48%,13.02%,13.58%,20.64%,-0.75%,3.93%,6.41%,-12.59%,1.00,3849307,27.35,-1.44%
581,"CCK","Crown Holdings, Inc.","Consumer Cyclical","Packaging & Containers","-",9526.44,15.52,10.71,2.45,0.75,4.63,23.64,,17.03,3.33,0.96,1.22%,17.60%,5.08,254.00%,8.30%,-5.90%,-50.90%,12755.00,613.00,119.20,117.79,2.71%,3.60,3.19,4.30%,33.70%,12.20%,1.30,3.47,3.61,17.60%,9.80%,4.80%,-9.13%,-4.67%,-22.65%,-4.18%,-4.68%,-2.30%,-6.21%,-28.91%,0.73,648406,78.77,0.79%
582,"CCL","Carnival Corporation & plc","Consumer Cyclical","Travel Services","S&P 500",14461.30,,14.50,,0.97,2.30,,,4.90,,,,,-4.08,39.00%,-7.00%,173.10%,66.90%,14977.00,-4895.00,1260.00,1025.76,12.57%,3.49,128.94,-9.40%,-65.50%,-10.60%,0.60,5.30,5.70,36.80%,-20.40%,-32.70%,4.16%,15.93%,-7.39%,39.95%,9.16%,15.14%,16.77%,-20.56%,0.83,30501675,11.28,2.55%
583,"CCNE","CNB Financial Corporation","Financial","Banks - Regional","-",384.19,5.39,6.29,,1.64,0.77,1.68,10.14,23.22,10.60,0.70,3.94%,21.20%,3.29,2.90%,14.40%,43.80%,-13.20%,234.10,59.90,21.04,20.59,1.25%,3.59,0.26,1.10%,13.40%,28.70%,,0.21,0.21,,79.60%,25.60%,-25.56%,-32.10%,-27.02%,-25.30%,1.15%,-3.13%,-23.09%,-37.65%,1.35,96859,17.77,3.49%
584,"CCOI","Cogent Communications Holdings, Inc.","Communication Services","Telecom Services","-",3068.38,286.74,36.09,,5.08,,16.67,,-11.66,3.80,3.74,5.90%,3084.94%,0.22,-88.70%,4.30%,2.90%,435.50%,604.00,10.50,47.04,42.10,4.26%,5.82,1.79,1.00%,-2.00%,11.10%,2.60,,,62.00%,16.20%,1.70%,-2.33%,9.69%,6.94%,11.02%,-2.51%,-2.49%,5.80%,-15.51%,0.88,269676,63.37,3.63%
585,"CCOR","Core Alternative ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.33,1.19%,,,,,,,,,,,,,,,,,,,,,,,-7.16%,-13.51%,-7.04%,-11.34%,-2.72%,-4.36%,-8.94%,-15.20%,0.63,68744,28.00,-0.11%
586,"CCRD","CoreCard Corporation","Technology","Software - Application","-",209.18,32.33,14.51,,3.47,3.84,7.81,42.69,6.35,3.12,,,0.00%,0.75,57.30%,50.00%,-39.10%,-85.30%,60.20,6.50,8.50,6.09,5.11%,9.48,0.31,10.10%,12.30%,25.30%,5.50,0.00,0.00,43.10%,,10.70%,-25.21%,-19.30%,5.95%,-15.84%,-1.10%,-8.96%,-11.21%,-31.29%,0.62,20369,24.38,-0.61%
587,"CCRN","Cross Country Healthcare, Inc.","Healthcare","Medical Care Facilities","-",921.06,6.20,10.38,0.62,0.35,2.06,3070.20,4.61,12.60,0.01,,,0.00%,4.18,42.20%,26.50%,-21.00%,-50.70%,2640.60,155.90,35.86,35.26,15.02%,8.72,5.30,16.90%,35.80%,33.30%,2.40,0.31,0.00,22.40%,8.40%,5.90%,-4.31%,-26.27%,52.35%,-2.30%,7.58%,11.37%,-6.21%,-35.29%,0.44,267120,25.96,0.23%
588,"CCS","Century Communities, Inc.","Consumer Cyclical","Residential Construction","-",2114.86,5.06,7.51,0.56,0.50,0.95,5.21,6.02,68.05,12.34,0.92,1.43%,6.50%,12.72,10.00%,25.90%,-25.90%,-75.30%,4242.60,415.90,31.91,27.81,6.17%,6.58,1.72,11.00%,19.90%,17.70%,,0.47,0.54,24.40%,14.10%,9.80%,7.09%,34.07%,23.45%,28.65%,-3.01%,0.62%,18.22%,-7.85%,0.65,169411,64.34,-1.17%
589,"CCSI","Consensus Cloud Solutions, Inc.","Technology","Software - Infrastructure","-",712.61,10.69,6.72,,2.00,,6.40,,-12.13,5.66,,,0.00%,3.39,-39.90%,,2.50%,-15.90%,356.80,67.30,19.85,17.69,3.03%,3.42,0.54,,,23.30%,1.80,,,82.00%,,,-14.34%,-37.29%,-24.26%,-32.65%,1.56%,2.32%,-25.40%,-44.87%,0.61,95709,36.21,2.84%
590,"CCSO","Carbon Collective Climate Solutions U.S. Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.04,0.23%,,,,,,,,,,,,,,,,,,,,,,,-4.48%,-6.09%,,2.87%,0.46%,-0.14%,-2.24%,-20.03%,0.32,1068,17.78,1.11%
591,"CCV","Churchill Capital Corp V","Financial","Shell Companies","-",276.00,26.26,,,,,162.35,,-1.02,0.06,,,0.00%,0.39,,,,,,24.10,27.28,14.63,0.18%,0.10,0.03,,,,0.30,,,,,,0.80%,0.90%,2.94%,1.71%,0.16%,0.26%,1.03%,-8.09%,0.07,17510,10.11,0.00%
592,"CCVI","Churchill Capital Corp VI","Financial","Shell Companies","-",705.87,24.18,,,,,705.87,,-0.29,0.01,,,0.00%,0.42,875.00%,,,-79.90%,,29.20,69.00,55.20,0.05%,0.09,0.03,,,,0.40,,,,,,1.89%,2.81%,4.71%,2.35%,0.43%,0.87%,2.37%,-0.29%,0.01,3876,10.23,0.29%
593,"CDAQ","Compass Digital Acquisition Corp.","Financial","Shell Companies","-",274.04,29.46,,,,,342.55,,-0.32,0.03,,,0.00%,0.35,731.50%,,,,,9.30,26.55,15.09,0.00%,0.01,0.00,,,,1.00,,,,,,2.89%,5.64%,,2.89%,0.49%,0.97%,4.24%,-7.61%,0.00,30,10.31,0.00%
594,"CDAY","Ceridian HCM Holding Inc.","Technology","Software - Application","S&P 500",9703.75,,38.63,,7.33,4.39,22.64,274.12,14.23,2.76,,,,-0.24,4.30%,13.20%,26.40%,134.90%,1323.50,-36.10,154.25,152.11,7.52%,8.86,11.44,-0.40%,-1.70%,-2.20%,1.10,0.55,0.56,40.10%,-0.80%,-2.70%,-14.22%,-6.55%,14.26%,-2.57%,3.28%,-4.24%,-4.27%,-21.54%,0.89,1150422,62.50,1.40%
595,"CDC","VictoryShares US EQ Income Enhanced Volatility Wtd ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.18,3.80%,,,,,,,,,,,,,,,,,,,,,,,-8.30%,-10.75%,-18.83%,-7.39%,-2.27%,-3.50%,-8.28%,-20.54%,0.84,130672,57.48,0.14%
596,"CDL","VictoryShares US Large Cap High Div Volatility Wtd ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.99,3.64%,,,,,,,,,,,,,,,,,,,,,,,-8.11%,-9.95%,-12.01%,-7.25%,-2.23%,-3.47%,-6.38%,-13.99%,0.40,12600,54.62,0.23%
597,"CDMO","Avid Bioservices, Inc.","Healthcare","Biotechnology","-",935.58,11.72,162.26,0.78,6.65,5.08,15.62,,2.97,0.97,,,0.00%,1.29,-95.20%,15.70%,20.60%,-79.50%,140.70,116.50,62.39,61.26,9.86%,10.10,6.04,26.30%,64.70%,41.20%,1.50,0.77,0.77,21.40%,2.70%,82.80%,-7.82%,5.30%,19.95%,9.59%,-10.83%,-16.46%,-9.72%,-28.31%,0.81,482713,15.09,-0.79%
598,"CDRE","Cadre Holdings, Inc.","Industrials","Aerospace & Defense","-",785.99,34.21,20.73,0.52,1.69,4.67,16.27,22.98,4.53,1.30,0.32,1.51%,51.40%,0.62,-56.20%,,7.00%,163.10%,465.20,23.00,37.37,15.89,3.82%,7.87,0.61,6.00%,14.40%,4.20%,2.60,0.80,0.86,39.10%,9.10%,4.90%,-2.72%,-15.24%,-20.32%,4.97%,-1.11%,0.51%,-10.83%,-32.89%,0.50,38412,21.14,0.67%
599,"CDX","Simplify High Yield PLUS Credit Hedge ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.68,3.12%,,,,,,,,,,,,,,,,,,,,,,,2.69%,-3.03%,-7.07%,1.97%,-1.05%,-0.42%,-0.75%,-15.13%,0.27,2174,21.80,0.28%
600,"CDZIP","Cadiz Inc.","Utilities","Utilities - Regulated Water","-",294.23,,,,197.61,17.40,,,0.91,,2.20,13.84%,,-0.83,,,-8.50%,,1.49,,0.33,,,3.08,0.01,,,,,,,,,,-5.86%,38.86%,-11.67%,9.20%,-4.64%,-3.72%,6.75%,-13.14%,4.56,9404,15.90,3.99%
601,"CECO","CECO Environmental Corp.","Industrials","Pollution & Treatment Controls","-",390.95,23.52,11.29,1.57,0.88,1.78,9.49,31.03,6.29,1.18,,,0.00%,0.47,-1.40%,4.10%,21.90%,-29.10%,442.80,16.60,34.44,28.70,1.08%,0.92,0.31,3.30%,7.90%,5.10%,1.60,0.65,0.67,30.90%,5.10%,3.70%,-24.07%,-4.77%,81.92%,-4.37%,-5.76%,-11.83%,-7.46%,-33.23%,1.08,363984,11.17,-1.59%
602,"CEF","Sprott Physical Gold and Silver Trust","Financial","Asset Management","-",3963.64,,,,,,,,,,,,,,,,,,,,214.95,214.95,,,,,,,,,,,,,9.24%,7.96%,3.65%,2.84%,-3.68%,-3.47%,5.73%,-8.35%,0.46,253907,18.44,0.99%
603,"CEFD","ETRACS Monthly Pay 1.5X Leveraged Closed-End Fund Index ETN","Financial","Exchange Traded Fund","-",,,,,,,,,,,2.96,15.87%,,,,,,,,,,,,,,,,,,,,,,,-10.90%,-11.27%,-20.08%,-6.34%,-0.99%,-2.34%,-9.28%,-30.41%,0.48,1825,18.65,1.66%
604,"CEG","Constellation Energy Corporation","Utilities","Utilities - Renewable","NDX, S&P 500",26904.11,,15.80,,1.02,2.56,113.52,,32.71,0.74,1.13,1.35%,,-0.52,22.30%,,35.30%,-9.70%,26414.00,-169.00,328.00,323.86,2.21%,3.41,7.15,-0.40%,-1.60%,5.30%,1.40,0.54,0.62,25.60%,0.30%,-0.60%,6.99%,-13.22%,41.71%,-2.74%,4.88%,7.88%,0.22%,-14.34%,1.08,2267078,83.85,1.33%
605,"CEIX","CONSOL Energy Inc.","Energy","Thermal Coal","-",1949.16,2.90,2.79,,0.80,1.54,7.27,3.84,37.09,7.86,4.40,7.70%,10.60%,19.73,65.00%,10.50%,26.30%,,2440.70,701.80,34.53,33.06,8.51%,3.65,2.81,25.90%,67.50%,45.60%,1.40,0.22,0.24,91.30%,37.10%,28.80%,4.14%,-17.45%,11.53%,-12.06%,-5.14%,-2.86%,-9.21%,-27.80%,0.56,434849,57.16,-1.24%
606,"CELC","Celcuity Inc.","Healthcare","Biotechnology","-",229.08,,,,,1.89,1.46,,5.68,7.39,,,,-2.63,-18.40%,,,-3.50%,,-44.40,21.68,10.38,12.96%,17.33,1.35,-37.10%,-50.20%,,28.30,0.29,0.29,,,,-7.52%,17.16%,78.95%,-23.23%,8.22%,7.56%,4.94%,-25.32%,0.49,37746,10.76,5.13%
607,"CEM","ClearBridge MLP and Midstream Fund Inc","Financial","Closed-End Fund - Equity","-",408.43,2.35,,,,,,,,,2.56,8.02%,17.04%,13.58,,,,,,,12.79,12.79,0.01%,0.03,0.00,,,,,,,,,,-7.90%,-8.77%,-7.61%,-4.26%,-1.22%,-1.21%,-5.11%,-15.65%,0.53,15232,31.94,0.19%
608,"CEN","Center Coast Brookfield MLP & Energy Infrastructure Fund","Financial","Closed-End Fund - Equity","-",89.33,8.20,,,,,,,,,0.90,4.97%,,2.21,,,,,,,4.93,4.89,0.11%,0.25,0.01,,,,,,,,,,-4.13%,-0.33%,2.84%,4.44%,-2.26%,-0.91%,1.14%,-7.47%,0.85,18828,18.12,-0.93%
609,"CENT","Central Garden & Pet Company","Consumer Defensive","Packaged Foods","-",1923.45,17.57,13.79,1.76,0.59,1.40,31.74,27.09,26.14,1.16,,,0.00%,2.09,1.80%,10.20%,-4.80%,-29.50%,3259.50,113.10,52.44,49.39,0.56%,6.70,0.28,3.40%,8.40%,8.50%,3.50,0.88,0.88,28.80%,6.30%,3.50%,-8.82%,-8.34%,-16.65%,-2.00%,-1.02%,-4.65%,-7.51%,-21.54%,1.00,41392,36.70,2.20%
610,"CENTA","Central Garden & Pet Company","Consumer Defensive","Packaged Foods","-",1908.75,16.76,13.11,2.84,0.59,1.38,,,25.33,,,,0.00%,2.08,-15.70%,,-4.80%,-31.00%,3259.49,,41.27,39.58,1.45%,3.58,0.57,,,,,,,,,,-8.53%,-8.29%,-15.67%,-2.63%,-1.78%,-5.08%,-7.46%,-19.73%,1.82,291780,34.86,2.53%
611,"CEQP","Crestwood Equity Partners LP","Energy","Oil & Gas Midstream","-",2674.07,,14.66,,0.47,2.12,310.94,,11.80,0.08,2.62,10.48%,,-0.08,86.20%,9.10%,-20.20%,528.20%,5680.00,-9.40,105.20,78.39,7.06%,10.63,5.54,-0.10%,-0.70%,5.00%,1.10,2.67,2.67,18.50%,4.90%,-0.20%,-0.08%,-13.46%,-14.96%,-4.51%,2.15%,1.87%,-7.05%,-20.50%,0.83,430080,25.01,1.05%
612,"CERE","Cerevel Therapeutics Holdings, Inc.","Healthcare","Biotechnology","-",5157.63,,,,,12.10,6.24,,2.76,5.36,,,,-2.52,-40.80%,,,-44.30%,,-387.50,156.65,128.77,3.67%,7.74,4.72,-42.60%,-77.10%,,13.40,0.78,0.78,,,,30.06%,14.66%,24.12%,5.90%,4.27%,19.72%,14.41%,-19.44%,0.58,353910,33.40,2.55%
613,"CERT","Certara, Inc.","Healthcare","Health Information Services","-",3341.09,241.14,34.28,13.39,9.70,3.09,13.69,41.71,6.86,1.55,,,0.00%,0.09,204.40%,,10.70%,-34.20%,344.40,14.00,158.18,152.81,5.35%,5.06,8.18,0.90%,1.30%,2.10%,3.70,0.27,0.27,60.90%,9.90%,4.10%,18.09%,28.68%,10.12%,32.05%,-1.96%,-7.20%,18.73%,-14.98%,0.77,1252593,21.22,0.19%
614,"CET","Central Securities Corp.","Financial","Asset Management","-",967.98,,,,46.79,0.85,,,40.48,,0.55,1.59%,,-5.80,,,-60.00%,-2.60%,20.69,,27.98,15.45,0.08%,0.70,0.01,,,,,,,,,,-1.45%,-1.73%,-0.54%,3.63%,0.07%,0.17%,0.17%,-6.47%,0.66,11429,34.60,0.55%
615,"CEVA","CEVA, Inc.","Technology","Semiconductors","-",565.29,,40.98,,4.38,2.17,4.13,,11.14,5.86,,,,-1.14,-62.80%,9.00%,-16.60%,-184.40%,129.00,-26.40,23.33,21.89,1.92%,3.28,0.42,-8.50%,-10.10%,-9.10%,5.20,0.00,0.00,79.90%,-8.30%,-20.40%,-23.69%,-12.78%,-27.77%,-5.32%,4.80%,-8.17%,-14.98%,-38.21%,0.93,118516,24.22,8.66%
616,"CEW","WisdomTree Emerging Currency Strategy Fund","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.13,0.77%,,,,,,,,,,,,,,,,,,,,,,,2.32%,5.49%,2.20%,3.38%,-0.62%,-0.27%,3.34%,-1.75%,0.83,4972,17.41,0.36%
617,"CF","CF Industries Holdings, Inc.","Basic Materials","Agricultural Inputs","S&P 500",12156.45,4.20,8.52,,1.18,2.26,4.30,4.62,27.79,14.61,1.60,2.55%,10.70%,14.96,286.30%,22.10%,-29.80%,-32.40%,10330.00,3023.00,196.20,19.41,18.93%,1.33,3.67,22.60%,61.90%,52.80%,4.50,0.54,0.00,48.70%,44.10%,29.30%,-26.31%,-40.88%,-37.51%,-26.23%,-7.60%,-11.67%,-30.10%,-47.45%,0.79,2167077,62.85,-1.58%
618,"CFA","VictoryShares US 500 Volatility Wtd ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.10,1.64%,,,,,,,,,,,,,,,,,,,,,,,-2.94%,-4.15%,-0.99%,-0.80%,-0.97%,-0.92%,-1.12%,-7.26%,0.28,7567,67.20,0.67%
619,"CFB","CrossFirst Bankshares, Inc.","Financial","Banks - Regional","-",498.11,8.23,7.32,,1.67,0.76,1.89,5.80,13.27,5.34,,,0.00%,1.23,-7.70%,20.50%,104.00%,-0.60%,298.30,60.90,48.64,41.54,3.52%,10.25,1.46,1.00%,10.00%,26.60%,,0.02,0.02,,64.40%,20.40%,-29.48%,-25.70%,-22.69%,-18.45%,0.59%,-2.10%,-19.61%,-31.58%,0.38,54066,10.12,0.70%
620,"CFBK","CF Bankshares Inc.","Financial","Banks - Regional","-",85.51,5.81,6.47,,1.26,0.74,0.54,2.27,21.88,30.21,0.24,1.48%,6.70%,2.78,0.20%,31.50%,67.20%,6.10%,67.80,18.20,6.36,2.54,0.10%,0.78,0.00,1.10%,13.60%,28.30%,,0.11,0.11,,70.90%,26.80%,-22.62%,-27.18%,-27.51%,-23.68%,-0.50%,-11.48%,-21.82%,-32.51%,0.04,120,16.17,3.22%
621,"CFFE","CF Acquisition Corp. VIII","Financial","Shell Companies","-",88.47,,,,,5.35,,,2.01,0.00,,,0.00%,-0.01,480.40%,,,-622.80%,,2.40,9.75,3.50,0.02%,0.43,0.00,1.90%,2.00%,,0.00,0.00,0.42,,,,3.91%,5.60%,7.72%,3.27%,0.24%,1.24%,4.36%,-0.56%,0.00,2,10.75,0.00%
622,"CFFI","C&F Financial Corporation","Financial","Banks - Regional","-",173.30,5.94,,,1.60,0.87,1.92,4.24,58.47,26.50,1.76,3.45%,19.60%,8.58,4.20%,2.50%,32.00%,17.20%,108.40,30.00,3.46,3.27,0.23%,1.00,0.01,1.30%,15.40%,32.90%,,0.27,0.27,,85.20%,27.60%,-12.95%,-5.26%,-0.45%,-12.53%,1.13%,-3.08%,-7.18%,-20.07%,0.69,5226,50.97,-0.08%
623,"CFG","Citizens Financial Group, Inc.","Financial","Banks - Regional","S&P 500",13152.52,6.49,6.26,7.64,1.59,0.59,1.48,4.79,45.70,18.20,1.68,6.22%,39.60%,4.16,-20.50%,7.50%,98.00%,7.30%,8249.00,2052.00,485.44,479.14,5.35%,2.65,25.63,0.90%,9.40%,17.10%,,0.32,0.36,,71.10%,24.90%,-35.31%,-35.01%,-31.79%,-31.39%,2.01%,-5.73%,-26.21%,-39.74%,0.51,4920965,27.01,0.60%
624,"CFIV","CF Acquisition Corp. IV","Financial","Shell Companies","-",248.19,163.28,,,,,,,-0.27,0.00,,,0.00%,0.06,250.10%,,,-82.00%,,11.10,23.75,11.14,0.13%,0.28,0.01,,,,0.00,,,,,,2.15%,4.50%,5.77%,2.25%,0.13%,0.91%,3.46%,-5.09%,0.92,47642,10.45,0.10%
625,"CFLT","Confluent, Inc.","Technology","Software - Infrastructure","-",8501.89,,265.83,,13.41,11.26,4.60,,2.55,6.25,,,,-1.73,-28.10%,,38.20%,-26.20%,634.10,-492.10,291.87,151.39,11.72%,5.19,17.74,-21.20%,-63.60%,-25.30%,5.30,1.46,1.46,66.10%,-81.60%,-77.60%,19.28%,23.86%,53.37%,29.09%,17.48%,21.90%,19.38%,-16.52%,0.96,3265323,28.71,2.57%
626,"CFO","VictoryShares US 500 Enhanced Volatility Wtd ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,1.15,1.90%,,,,,,,,,,,,,,,,,,,,,,,-2.78%,-9.23%,-9.85%,-4.89%,-0.97%,-0.94%,-4.37%,-12.07%,0.44,15735,60.88,0.64%
627,"CG","The Carlyle Group Inc.","Financial","Asset Management","-",10132.15,13.58,7.00,,2.73,1.64,8.18,,17.01,3.42,1.32,4.74%,63.70%,2.06,-59.20%,3.80%,-45.70%,-82.50%,3715.90,754.10,362.94,240.29,8.61%,5.70,20.68,3.50%,12.30%,9.20%,,1.35,1.35,84.40%,27.70%,20.30%,-18.99%,-5.67%,-23.45%,-6.33%,1.72%,-4.17%,-8.85%,-31.38%,0.65,2364195,27.95,0.98%
628,"CGBD","Carlyle Secured Lending, Inc.","Financial","Asset Management","-",691.67,9.79,6.90,4.89,3.17,0.81,16.12,,17.06,0.85,1.48,10.77%,90.10%,1.40,-45.80%,4.70%,22.90%,-6.00%,218.10,79.40,50.89,50.38,0.90%,2.10,0.45,3.90%,9.10%,5.40%,,1.26,1.26,50.10%,48.20%,36.40%,-11.42%,-3.57%,-0.37%,-3.50%,1.68%,1.36%,-0.36%,-13.09%,0.56,121850,13.74,0.81%
629,"CGCP","Capital Group Core Plus Income ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.87,3.89%,,,,,,,,,,,,,,,,,,,,,,,0.20%,-0.71%,-8.00%,0.18%,-1.46%,-1.80%,-1.13%,-8.52%,0.57,149705,22.32,0.18%
630,"CGDV","Capital Group Dividend Value ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.38,1.49%,,,,,,,,,,,,,,,,,,,,,,,4.79%,6.84%,6.80%,8.56%,1.19%,2.25%,7.51%,-0.74%,0.92,711745,25.61,1.87%
631,"CGEM","Cullinan Oncology, Inc.","Healthcare","Biotechnology","-",379.69,8.26,,,,0.84,0.97,,11.94,10.34,,,0.00%,1.22,256.70%,,,-423.30%,,65.40,40.68,37.68,5.97%,10.61,2.25,11.10%,11.80%,,15.20,0.00,0.00,,,,-9.70%,-25.06%,-9.21%,-4.74%,5.87%,-0.12%,-12.78%,-36.75%,9.72,2061559,10.05,5.13%
632,"CGGO","Capital Group Global Growth Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.32,1.37%,,,,,,,,,,,,,,,,,,,,,,,6.92%,11.19%,12.79%,12.52%,0.98%,2.36%,9.30%,-0.51%,0.66,393637,23.64,1.42%
633,"CGGR","Capital Group Growth ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.19,0.80%,,,,,,,,,,,,,,,,,,,,,,,7.90%,11.80%,10.69%,17.85%,3.21%,5.09%,9.74%,0.36%,0.75,423557,23.50,1.91%
634,"CGNX","Cognex Corporation","Technology","Scientific & Technical Instruments","-",9319.40,54.98,38.80,18.51,10.08,6.54,24.47,60.48,8.38,2.24,0.28,0.51%,26.90%,1.00,-20.80%,5.60%,-28.80%,-61.40%,924.80,173.80,172.62,166.84,1.85%,4.13,3.08,8.90%,12.30%,14.70%,3.40,0.00,0.00,71.60%,19.60%,18.80%,16.86%,11.49%,19.02%,16.37%,8.67%,11.26%,14.17%,-5.68%,1.04,775763,54.82,2.07%
635,"CGUS","Capital Group Core Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.32,1.29%,,,,,,,,,,,,,,,,,,,,,,,5.67%,6.18%,7.16%,9.35%,1.86%,3.22%,6.99%,0.00%,0.60,114612,24.56,1.61%
636,"CGW","Invesco S&P Global Water Index ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.68,1.39%,,,,,,,,,,,,,,,,,,,,,,,-0.71%,-1.35%,3.28%,4.63%,-2.05%,-1.09%,2.22%,-5.50%,1.67,71992,48.78,1.04%
637,"CGXU","Capital Group International Focus Equity ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.49,2.11%,,,,,,,,,,,,,,,,,,,,,,,4.54%,7.37%,3.05%,10.47%,-0.90%,0.07%,6.59%,-2.62%,0.93,382871,23.01,1.41%
638,"CHAT","Tidal Trust II - Roundhill Generative AI & Technology ETF","Financial","Exchange Traded Fund","-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91%,5.25%,5.25%,5.25%,1.80%,1.96,292124,27.18,3.58%
639,"CHAU","Direxion Daily CSI 300 China A Share Bull 2X Shares","Financial","Exchange Traded Fund","-",,,,,,,,,,,0.23,1.23%,,,,,,,,,,,,,,,,,,,,,,,-14.84%,0.54%,-18.69%,-8.27%,-8.97%,-12.72%,-13.08%,-37.96%,0.45,27522,18.53,1.81%
640,"CHCO","City Holding Company","Financial","Banks - Regional","-",1387.77,12.78,12.85,1.60,6.56,2.05,4.24,,43.94,21.22,2.60,2.89%,36.79%,7.04,20.10%,5.80%,55.30%,15.30%,211.70,104.10,14.82,14.24,7.28%,10.79,1.04,,,26.70%,,0.00,0.00,,,,-8.63%,-9.38%,11.60%,-3.38%,1.63%,0.11%,-2.98%,-12.68%,0.35,33915,89.94,1.71%
641,"CHCT","Community Healthcare Trust Incorporated","Real Estate","REIT - Healthcare Facilities","-",875.06,114.14,31.58,,8.63,1.59,236.50,,20.41,0.14,1.78,5.49%,622.00%,0.28,-6.50%,21.20%,15.70%,-254.80%,101.40,6.60,24.23,23.53,1.85%,4.12,0.44,0.80%,1.40%,4.00%,,0.74,0.74,82.80%,22.40%,6.50%,-16.70%,-5.71%,-12.13%,-9.13%,-7.26%,-8.49%,-10.50%,-25.87%,0.67,70341,32.53,0.49%
642,"CHD","Church & Dwight Co., Inc.","Consumer Defensive","Household & Personal Products","S&P 500",22834.71,56.14,27.93,7.19,4.15,6.25,112.60,40.80,15.04,0.83,1.09,1.16%,46.20%,1.67,-49.30%,7.30%,10.20%,-0.60%,5508.20,412.70,243.80,243.43,1.28%,2.26,3.11,5.00%,11.50%,7.90%,1.20,0.65,0.66,42.10%,11.10%,7.50%,12.03%,19.60%,4.31%,16.57%,-1.98%,2.60%,13.36%,-4.43%,1.29,1774240,93.97,0.51%
